learner_id,certification_id,module_id,module_name,completion_status,completion_score,completed_on,source_system
L00095,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,65,2026-05-27,LMS
L00095,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-05-12,LMS
L00096,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-03-01,LMS
L00096,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-02-07,LMS
L00096,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00097,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-02-20,LMS
L00097,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-06-03,LMS
L00097,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,91,2026-02-12,LMS
L00098,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-06-04,LMS
L00098,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,92,2026-05-22,LMS
L00098,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00099,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-03-04,LMS
L00099,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00099,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00100,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00100,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00100,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00101,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-03-31,LMS
L00101,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-04-24,LMS
L00101,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-06-01,LMS
L00102,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-05-31,LMS
L00102,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00102,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00103,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-22,LMS
L00103,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00103,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-02-09,LMS
L00104,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00104,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00104,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-05-10,LMS
L00105,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-03-08,LMS
L00105,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-03-22,LMS
L00105,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-06,LMS
L00106,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-03-14,LMS
L00106,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,65,2026-03-08,LMS
L00106,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-05-09,LMS
L00107,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-03-24,LMS
L00107,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00107,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-11,LMS
L00108,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-04-02,LMS
L00108,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-02-11,LMS
L00108,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-03-14,LMS
L00109,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-05-29,LMS
L00109,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00109,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,91,2026-03-30,LMS
L00110,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-03-21,LMS
L00110,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,91,2026-02-28,LMS
L00110,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,89,2026-04-09,LMS
L00111,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-05-22,LMS
L00111,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-03-30,LMS
L00111,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-05-21,LMS
L00112,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-02-18,LMS
L00112,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-05-03,LMS
L00112,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-03-27,LMS
L00113,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-02-10,LMS
L00113,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00113,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-04-15,LMS
L00114,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-05-29,LMS
L00114,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-05-24,LMS
L00114,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00115,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-02-18,LMS
L00115,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-06-03,LMS
L00115,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00116,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00116,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-05-24,LMS
L00116,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-05-05,LMS
L00117,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-03-11,LMS
L00117,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-03-19,LMS
L00117,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-03-30,LMS
L00118,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-30,LMS
L00118,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00118,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-03-26,LMS
L00119,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00119,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-03-14,LMS
L00119,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-05-15,LMS
L00120,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00120,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-05-19,LMS
L00120,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-06-02,LMS
L00121,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-02-18,LMS
L00121,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00121,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-02-16,LMS
L00122,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-02-17,LMS
L00122,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00122,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-04-08,LMS
L00123,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-03-30,LMS
L00123,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,65,2026-03-20,LMS
L00123,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-04-16,LMS
L00124,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-02-21,LMS
L00124,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-04-19,LMS
L00124,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-03-19,LMS
L00125,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-02-15,LMS
L00125,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00125,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00126,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-05-26,LMS
L00126,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-04-29,LMS
L00126,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-05-29,LMS
L00127,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-04-20,LMS
L00127,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-05-10,LMS
L00127,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00128,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00128,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,81,2026-04-03,LMS
L00128,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-05-05,LMS
L00129,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-05-26,LMS
L00129,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-02-16,LMS
L00129,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-02-07,LMS
L00130,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-03-18,LMS
L00130,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-02-21,LMS
L00130,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,65,2026-05-19,LMS
L00131,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-06-06,LMS
L00131,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-05-24,LMS
L00131,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-05-07,LMS
L00132,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-05-12,LMS
L00132,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-03-10,LMS
L00132,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-04-17,LMS
L00133,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-19,LMS
L00133,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00133,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-03-02,LMS
L00134,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-05-29,LMS
L00134,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-03-03,LMS
L00134,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-03-04,LMS
L00135,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-04-06,LMS
L00135,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-03-20,LMS
L00135,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-06-04,LMS
L00136,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-02-21,LMS
L00136,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-04-18,LMS
L00136,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-06-05,LMS
L00137,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-02-19,LMS
L00137,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-03-12,LMS
L00137,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-05-19,LMS
L00138,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00138,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-04-21,LMS
L00138,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-02-10,LMS
L00139,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00139,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-04-01,LMS
L00139,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00140,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-04-27,LMS
L00140,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-05-08,LMS
L00140,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-02-19,LMS
L00141,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-05-12,LMS
L00141,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-03-25,LMS
L00141,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-05-19,LMS
L00142,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-05-13,LMS
L00142,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-06-02,LMS
L00142,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-04-09,LMS
L00143,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-03-19,LMS
L00143,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00143,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00144,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00144,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,72,2026-05-22,LMS
L00144,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00145,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-02-09,LMS
L00145,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-03-26,LMS
L00145,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-02-08,LMS
L00146,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-03-09,LMS
L00146,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-02-23,LMS
L00146,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-03-13,LMS
L00147,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L00147,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-03-16,LMS
L00147,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-03-02,LMS
L00148,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-02-18,LMS
L00148,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-03-13,LMS
L00148,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00149,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-05-11,LMS
L00149,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-04-18,LMS
L00149,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00150,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-05-03,LMS
L00150,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-05-02,LMS
L00150,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00151,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-04-02,LMS
L00151,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00151,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-04-29,LMS
L00152,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-05-19,LMS
L00152,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-04-13,LMS
L00152,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-05-18,LMS
L00153,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-04-05,LMS
L00153,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-04-29,LMS
L00153,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L00154,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-05-07,LMS
L00154,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-03-26,LMS
L00154,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-02-23,LMS
L00155,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-02-28,LMS
L00155,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L00155,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-05-25,LMS
L00156,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-03-31,LMS
L00156,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-03-01,LMS
