learner_id,certification_id,lab_id,lab_name,completion_status,completed_on,source_system
L00138,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-22,LabPlatform
L00138,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-31,LabPlatform
L00139,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00139,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-20,LabPlatform
L00140,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00140,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-17,LabPlatform
L00141,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-27,LabPlatform
L00141,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-03,LabPlatform
L00142,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-28,LabPlatform
L00142,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-06,LabPlatform
L00143,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-10,LabPlatform
L00143,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-18,LabPlatform
L00144,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-07,LabPlatform
L00144,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-07,LabPlatform
L00145,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-02,LabPlatform
L00145,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L00146,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-25,LabPlatform
L00146,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-19,LabPlatform
L00147,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-01,LabPlatform
L00147,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-13,LabPlatform
L00148,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-28,LabPlatform
L00148,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-28,LabPlatform
L00149,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00149,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00150,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00150,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-25,LabPlatform
L00151,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-24,LabPlatform
L00151,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-10,LabPlatform
L00152,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00152,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-01,LabPlatform
L00153,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00153,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-31,LabPlatform
L00154,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L00154,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00155,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L00155,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00156,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-27,LabPlatform
L00156,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-11,LabPlatform
L00157,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-19,LabPlatform
L00157,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00158,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-31,LabPlatform
L00158,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-16,LabPlatform
L00159,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-06,LabPlatform
L00159,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-14,LabPlatform
L00160,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00160,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-03-20,LabPlatform
L00161,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-21,LabPlatform
L00161,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-04,LabPlatform
L00162,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-11,LabPlatform
L00162,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L00163,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-28,LabPlatform
L00163,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-24,LabPlatform
L00164,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-22,LabPlatform
L00164,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-10,LabPlatform
L00165,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L00165,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00166,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-05,LabPlatform
L00166,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-12,LabPlatform
L00167,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-03,LabPlatform
L00167,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-25,LabPlatform
L00168,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-24,LabPlatform
L00168,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-03,LabPlatform
L00169,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-18,LabPlatform
L00169,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-16,LabPlatform
L00170,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-31,LabPlatform
L00170,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-19,LabPlatform
L00171,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L00171,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L00172,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-06-06,LabPlatform
L00172,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00173,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00173,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L00174,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-28,LabPlatform
L00174,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L00175,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-31,LabPlatform
L00175,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00176,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00176,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-02,LabPlatform
L00177,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-10,LabPlatform
L00177,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-05-01,LabPlatform
L00178,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-09,LabPlatform
L00178,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-27,LabPlatform
L00179,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00179,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00180,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00180,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-20,LabPlatform
L00181,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00181,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00182,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-09,LabPlatform
L00182,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-10,LabPlatform
L00183,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-20,LabPlatform
L00183,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-10,LabPlatform
L00184,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-01,LabPlatform
L00184,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L00185,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00185,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-18,LabPlatform
L00186,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-17,LabPlatform
L00186,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00187,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-13,LabPlatform
L00187,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-30,LabPlatform
L00188,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-14,LabPlatform
L00188,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-14,LabPlatform
L00189,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-11,LabPlatform
L00189,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-13,LabPlatform
L00190,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-14,LabPlatform
L00190,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00191,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00191,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-01,LabPlatform
L00192,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-03,LabPlatform
L00192,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-14,LabPlatform
L00193,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00193,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-09,LabPlatform
L00194,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-11,LabPlatform
L00194,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-06,LabPlatform
L00195,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-06-02,LabPlatform
L00195,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-28,LabPlatform
L00196,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00196,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00197,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L00197,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00198,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00198,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-19,LabPlatform
L00199,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-30,LabPlatform
L00199,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-10,LabPlatform
L00200,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-25,LabPlatform
L00200,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-14,LabPlatform
L00201,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-04,LabPlatform
L00201,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-24,LabPlatform
L00202,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L00202,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-06,LabPlatform
L00203,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-16,LabPlatform
L00203,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00204,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-16,LabPlatform
L00204,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-21,LabPlatform
L00205,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-06,LabPlatform
L00205,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L00206,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00206,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00207,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-20,LabPlatform
L00207,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00208,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-04,LabPlatform
L00208,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-18,LabPlatform
L00209,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-11,LabPlatform
L00209,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-22,LabPlatform
L00210,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-24,LabPlatform
L00210,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00211,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-25,LabPlatform
L00211,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-23,LabPlatform
L00212,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00212,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-29,LabPlatform
L00213,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-03,LabPlatform
L00213,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-26,LabPlatform
L00214,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00214,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L00215,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L00215,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00216,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00216,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00217,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-19,LabPlatform
L00217,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-03-23,LabPlatform
L00218,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-09,LabPlatform
L00218,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-06,LabPlatform
L00219,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00219,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-03,LabPlatform
L00220,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-17,LabPlatform
L00220,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-18,LabPlatform
L00221,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-10,LabPlatform
L00221,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-05,LabPlatform
L00222,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-03,LabPlatform
L00222,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-02,LabPlatform
L00223,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-21,LabPlatform
L00223,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-21,LabPlatform
L00224,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-09,LabPlatform
L00224,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00225,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-10,LabPlatform
L00225,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00226,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00226,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00227,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-22,LabPlatform
L00227,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-21,LabPlatform
L00228,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-26,LabPlatform
L00228,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00229,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L00229,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-14,LabPlatform
L00230,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-23,LabPlatform
L00230,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00231,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-19,LabPlatform
L00231,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00232,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L00232,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-04,LabPlatform
L00233,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-13,LabPlatform
L00233,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-04,LabPlatform
L00234,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-18,LabPlatform
L00234,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L00235,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-04,LabPlatform
L00235,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-20,LabPlatform
