learner_id,certification_id,manager_id,approval_status,approved_on,source_system
L00373,cert-enterprise-ai-safety,M065,approved,2026-05-22,ManagerPortal
L00374,cert-enterprise-ai-safety,M064,approved,2026-05-12,ManagerPortal
L00375,cert-enterprise-ai-safety,M014,approved,2026-05-23,ManagerPortal
L00376,cert-enterprise-ai-safety,M075,pending,,ManagerPortal
L00377,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L00378,cert-enterprise-ai-safety,M045,approved,2026-05-06,ManagerPortal
L00379,cert-enterprise-ai-safety,M041,approved,2026-05-30,ManagerPortal
L00380,cert-enterprise-ai-safety,M023,approved,2026-06-05,ManagerPortal
L00381,cert-enterprise-ai-safety,M040,approved,2026-06-01,ManagerPortal
L00382,cert-enterprise-ai-safety,M009,approved,2026-04-27,ManagerPortal
L00383,cert-enterprise-ai-safety,M066,pending,,ManagerPortal
L00384,cert-enterprise-ai-safety,M056,approved,2026-05-07,ManagerPortal
L00385,cert-enterprise-ai-safety,M017,approved,2026-05-21,ManagerPortal
L00386,cert-enterprise-ai-safety,M071,pending,,ManagerPortal
L00387,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L00388,cert-enterprise-ai-safety,M045,approved,2026-04-23,ManagerPortal
L00389,cert-enterprise-ai-safety,M073,approved,2026-05-17,ManagerPortal
L00390,cert-enterprise-ai-safety,M080,approved,2026-06-03,ManagerPortal
L00391,cert-enterprise-ai-safety,M078,pending,,ManagerPortal
L00392,cert-enterprise-ai-safety,M011,pending,,ManagerPortal
L00393,cert-enterprise-ai-safety,M055,approved,2026-05-06,ManagerPortal
L00394,cert-enterprise-ai-safety,M075,approved,2026-05-08,ManagerPortal
L00395,cert-enterprise-ai-safety,M034,approved,2026-05-08,ManagerPortal
L00396,cert-enterprise-ai-safety,M015,approved,2026-04-28,ManagerPortal
L00397,cert-enterprise-ai-safety,M007,approved,2026-05-22,ManagerPortal
L00398,cert-enterprise-ai-safety,M043,approved,2026-04-26,ManagerPortal
L00399,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L00400,cert-enterprise-ai-safety,M077,approved,2026-05-26,ManagerPortal
L00401,cert-enterprise-ai-safety,M069,pending,,ManagerPortal
L00402,cert-enterprise-ai-safety,M019,pending,,ManagerPortal
L00403,cert-enterprise-ai-safety,M078,approved,2026-06-06,ManagerPortal
L00404,cert-enterprise-ai-safety,M034,approved,2026-04-24,ManagerPortal
L00405,cert-enterprise-ai-safety,M006,pending,,ManagerPortal
L00406,cert-enterprise-ai-safety,M046,pending,,ManagerPortal
L00407,cert-enterprise-ai-safety,M027,approved,2026-05-12,ManagerPortal
L00408,cert-enterprise-ai-safety,M071,approved,2026-05-24,ManagerPortal
L00409,cert-enterprise-ai-safety,M015,approved,2026-05-05,ManagerPortal
L00410,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L00411,cert-enterprise-ai-safety,M075,approved,2026-05-27,ManagerPortal
L00412,cert-enterprise-ai-safety,M024,approved,2026-06-05,ManagerPortal
L00413,cert-enterprise-ai-safety,M013,approved,2026-05-21,ManagerPortal
L00414,cert-enterprise-ai-safety,M012,pending,,ManagerPortal
L00415,cert-enterprise-ai-safety,M049,pending,,ManagerPortal
L00416,cert-enterprise-ai-safety,M024,pending,,ManagerPortal
L00417,cert-enterprise-ai-safety,M061,approved,2026-05-29,ManagerPortal
L00418,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L00419,cert-enterprise-ai-safety,M073,pending,,ManagerPortal
L00420,cert-enterprise-ai-safety,M005,approved,2026-04-29,ManagerPortal
L00421,cert-enterprise-ai-safety,M032,approved,2026-05-13,ManagerPortal
L00422,cert-enterprise-ai-safety,M043,pending,,ManagerPortal
L00423,cert-enterprise-ai-safety,M062,approved,2026-05-17,ManagerPortal
L00424,cert-enterprise-ai-safety,M037,approved,2026-05-29,ManagerPortal
L00425,cert-enterprise-ai-safety,M022,approved,2026-05-27,ManagerPortal
L00426,cert-enterprise-ai-safety,M016,approved,2026-05-26,ManagerPortal
L00427,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L00428,cert-enterprise-ai-safety,M052,approved,2026-06-04,ManagerPortal
L00429,cert-enterprise-ai-safety,M054,approved,2026-04-30,ManagerPortal
L00430,cert-enterprise-ai-safety,M003,approved,2026-06-04,ManagerPortal
L00431,cert-enterprise-ai-safety,M022,approved,2026-05-28,ManagerPortal
L00432,cert-enterprise-ai-safety,M053,approved,2026-05-26,ManagerPortal
L00433,cert-enterprise-ai-safety,M065,approved,2026-06-04,ManagerPortal
L00434,cert-enterprise-ai-safety,M006,approved,2026-05-10,ManagerPortal
L00435,cert-enterprise-ai-safety,M065,approved,2026-05-22,ManagerPortal
L00436,cert-enterprise-ai-safety,M049,approved,2026-06-03,ManagerPortal
L00437,cert-enterprise-ai-safety,M035,pending,,ManagerPortal
L00438,cert-enterprise-ai-safety,M019,approved,2026-05-30,ManagerPortal
L00439,cert-enterprise-ai-safety,M036,approved,2026-05-30,ManagerPortal
L00440,cert-enterprise-ai-safety,M079,approved,2026-05-27,ManagerPortal
L00441,cert-enterprise-ai-safety,M044,approved,2026-04-26,ManagerPortal
L00442,cert-enterprise-ai-safety,M001,approved,2026-04-23,ManagerPortal
L00443,cert-enterprise-ai-safety,M035,approved,2026-05-24,ManagerPortal
L00444,cert-enterprise-ai-safety,M058,approved,2026-05-24,ManagerPortal
L00445,cert-enterprise-ai-safety,M021,pending,,ManagerPortal
L00446,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L00447,cert-enterprise-ai-safety,M075,approved,2026-05-25,ManagerPortal
L00448,cert-enterprise-ai-safety,M037,pending,,ManagerPortal
L00449,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L00450,cert-enterprise-ai-safety,M079,approved,2026-05-29,ManagerPortal
L00451,cert-enterprise-ai-safety,M077,approved,2026-05-30,ManagerPortal
L00452,cert-enterprise-ai-safety,M070,approved,2026-04-24,ManagerPortal
L00453,cert-enterprise-ai-safety,M004,approved,2026-04-27,ManagerPortal
L00454,cert-enterprise-ai-safety,M025,pending,,ManagerPortal
L00455,cert-enterprise-ai-safety,M013,pending,,ManagerPortal
L00456,cert-enterprise-ai-safety,M052,approved,2026-06-06,ManagerPortal
L00457,cert-enterprise-ai-safety,M011,pending,,ManagerPortal
L00458,cert-enterprise-ai-safety,M079,approved,2026-05-12,ManagerPortal
L00459,cert-enterprise-ai-safety,M038,approved,2026-06-05,ManagerPortal
L00460,cert-enterprise-ai-safety,M023,approved,2026-06-03,ManagerPortal
L00461,cert-enterprise-ai-safety,M021,approved,2026-05-27,ManagerPortal
L00462,cert-enterprise-ai-safety,M053,approved,2026-05-20,ManagerPortal
L00463,cert-enterprise-ai-safety,M016,approved,2026-06-03,ManagerPortal
L00464,cert-enterprise-ai-safety,M077,approved,2026-04-28,ManagerPortal
L00465,cert-enterprise-ai-safety,M062,approved,2026-06-01,ManagerPortal
L00466,cert-enterprise-ai-safety,M044,approved,2026-05-28,ManagerPortal
L00467,cert-enterprise-ai-safety,M035,approved,2026-06-04,ManagerPortal
L00468,cert-enterprise-ai-safety,M071,approved,2026-06-06,ManagerPortal
L00469,cert-enterprise-ai-safety,M048,pending,,ManagerPortal
L00470,cert-enterprise-ai-safety,M027,approved,2026-05-07,ManagerPortal
L00471,cert-enterprise-ai-safety,M013,approved,2026-05-01,ManagerPortal
L00472,cert-enterprise-ai-safety,M015,approved,2026-05-09,ManagerPortal
L00473,cert-enterprise-ai-safety,M019,approved,2026-06-06,ManagerPortal
L00474,cert-enterprise-ai-safety,M071,pending,,ManagerPortal
L00475,cert-enterprise-ai-safety,M015,approved,2026-05-13,ManagerPortal
L00476,cert-enterprise-ai-safety,M061,approved,2026-04-25,ManagerPortal
L00477,cert-enterprise-ai-safety,M046,pending,,ManagerPortal
L00478,cert-enterprise-ai-safety,M042,pending,,ManagerPortal
L00479,cert-enterprise-ai-safety,M064,approved,2026-04-29,ManagerPortal
L00480,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L00481,cert-enterprise-ai-safety,M057,approved,2026-05-31,ManagerPortal
L00482,cert-enterprise-ai-safety,M054,approved,2026-05-18,ManagerPortal
L00483,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L00484,cert-enterprise-ai-safety,M061,approved,2026-04-29,ManagerPortal
L00485,cert-enterprise-ai-safety,M019,pending,,ManagerPortal
L00486,cert-enterprise-ai-safety,M013,pending,,ManagerPortal
L00487,cert-enterprise-ai-safety,M032,approved,2026-05-03,ManagerPortal
L00488,cert-enterprise-ai-safety,M044,approved,2026-05-20,ManagerPortal
L00489,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L00490,cert-enterprise-ai-safety,M055,approved,2026-05-14,ManagerPortal
L00491,cert-enterprise-ai-safety,M056,approved,2026-05-29,ManagerPortal
L00492,cert-enterprise-ai-safety,M079,approved,2026-06-01,ManagerPortal
L00493,cert-enterprise-ai-safety,M055,approved,2026-06-02,ManagerPortal
L00494,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L00495,cert-enterprise-ai-safety,M008,approved,2026-05-24,ManagerPortal
L00496,cert-enterprise-ai-safety,M050,approved,2026-06-04,ManagerPortal
L00497,cert-enterprise-ai-safety,M035,approved,2026-04-24,ManagerPortal
L00498,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L00499,cert-enterprise-ai-safety,M019,approved,2026-05-31,ManagerPortal
L00500,cert-enterprise-ai-safety,M021,approved,2026-05-17,ManagerPortal
L00501,cert-enterprise-ai-safety,M012,approved,2026-04-29,ManagerPortal
L00502,cert-enterprise-ai-safety,M061,approved,2026-05-28,ManagerPortal
L00503,cert-enterprise-ai-safety,M006,approved,2026-04-27,ManagerPortal
L00504,cert-enterprise-ai-safety,M017,pending,,ManagerPortal
L00505,cert-enterprise-ai-safety,M036,approved,2026-05-08,ManagerPortal
L00506,cert-enterprise-ai-safety,M032,approved,2026-05-12,ManagerPortal
L00507,cert-enterprise-ai-safety,M074,approved,2026-05-13,ManagerPortal
L00508,cert-enterprise-ai-safety,M064,pending,,ManagerPortal
L00509,cert-enterprise-ai-safety,M071,approved,2026-05-01,ManagerPortal
L00510,cert-enterprise-ai-safety,M058,approved,2026-05-03,ManagerPortal
L00511,cert-enterprise-ai-safety,M044,approved,2026-05-17,ManagerPortal
L00512,cert-enterprise-ai-safety,M059,approved,2026-05-13,ManagerPortal
L00513,cert-enterprise-ai-safety,M024,approved,2026-05-19,ManagerPortal
L00514,cert-enterprise-ai-safety,M038,approved,2026-06-06,ManagerPortal
L00515,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L00516,cert-enterprise-ai-safety,M066,approved,2026-04-29,ManagerPortal
L00517,cert-enterprise-ai-safety,M072,approved,2026-05-13,ManagerPortal
L00518,cert-enterprise-ai-safety,M031,pending,,ManagerPortal
L00519,cert-enterprise-ai-safety,M075,approved,2026-05-15,ManagerPortal
L00520,cert-enterprise-ai-safety,M074,approved,2026-05-09,ManagerPortal
L00521,cert-enterprise-ai-safety,M049,pending,,ManagerPortal
L00522,cert-enterprise-ai-safety,M012,approved,2026-05-17,ManagerPortal
L00523,cert-enterprise-ai-safety,M040,approved,2026-05-17,ManagerPortal
L00524,cert-enterprise-ai-safety,M065,approved,2026-05-07,ManagerPortal
L00525,cert-enterprise-ai-safety,M028,approved,2026-05-11,ManagerPortal
L00526,cert-enterprise-ai-safety,M031,approved,2026-05-07,ManagerPortal
L00527,cert-enterprise-ai-safety,M027,approved,2026-04-28,ManagerPortal
L00528,cert-enterprise-ai-safety,M059,approved,2026-05-02,ManagerPortal
L00529,cert-enterprise-ai-safety,M032,approved,2026-05-09,ManagerPortal
L00530,cert-enterprise-ai-safety,M055,approved,2026-04-25,ManagerPortal
L00531,cert-enterprise-ai-safety,M048,approved,2026-05-17,ManagerPortal
L00532,cert-enterprise-ai-safety,M059,approved,2026-05-07,ManagerPortal
L00533,cert-enterprise-ai-safety,M049,approved,2026-05-17,ManagerPortal
L00534,cert-enterprise-ai-safety,M041,approved,2026-04-30,ManagerPortal
L00535,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L00536,cert-enterprise-ai-safety,M038,approved,2026-05-14,ManagerPortal
L00537,cert-enterprise-ai-safety,M056,approved,2026-05-22,ManagerPortal
L00538,cert-enterprise-ai-safety,M035,approved,2026-05-01,ManagerPortal
L00539,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L00540,cert-enterprise-ai-safety,M024,pending,,ManagerPortal
L00541,cert-enterprise-ai-safety,M026,approved,2026-05-22,ManagerPortal
L00542,cert-enterprise-ai-safety,M006,approved,2026-05-21,ManagerPortal
L00543,cert-enterprise-ai-safety,M040,approved,2026-05-17,ManagerPortal
L00544,cert-enterprise-ai-safety,M009,approved,2026-05-25,ManagerPortal
L00545,cert-enterprise-ai-safety,M030,approved,2026-04-27,ManagerPortal
L00546,cert-enterprise-ai-safety,M067,approved,2026-05-17,ManagerPortal
L00547,cert-enterprise-ai-safety,M073,approved,2026-05-24,ManagerPortal
L00548,cert-enterprise-ai-safety,M006,pending,,ManagerPortal
L00549,cert-enterprise-ai-safety,M026,approved,2026-04-26,ManagerPortal
L00550,cert-enterprise-ai-safety,M039,approved,2026-05-15,ManagerPortal
L00551,cert-enterprise-ai-safety,M018,approved,2026-04-23,ManagerPortal
L00552,cert-enterprise-ai-safety,M048,approved,2026-05-07,ManagerPortal
L00553,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L00554,cert-enterprise-ai-safety,M018,approved,2026-06-01,ManagerPortal
L00555,cert-enterprise-ai-safety,M056,approved,2026-06-06,ManagerPortal
L00556,cert-enterprise-ai-safety,M012,approved,2026-04-24,ManagerPortal
L00557,cert-enterprise-ai-safety,M021,approved,2026-05-17,ManagerPortal
L00558,cert-enterprise-ai-safety,M043,approved,2026-05-25,ManagerPortal
L00559,cert-enterprise-ai-safety,M009,approved,2026-05-19,ManagerPortal
L00560,cert-enterprise-ai-safety,M051,approved,2026-04-27,ManagerPortal
L00561,cert-enterprise-ai-safety,M014,pending,,ManagerPortal
L00562,cert-enterprise-ai-safety,M055,approved,2026-04-28,ManagerPortal
L00563,cert-enterprise-ai-safety,M072,approved,2026-05-15,ManagerPortal
L00564,cert-enterprise-ai-safety,M013,approved,2026-05-14,ManagerPortal
L00565,cert-enterprise-ai-safety,M076,approved,2026-05-24,ManagerPortal
L00566,cert-enterprise-ai-safety,M075,approved,2026-05-16,ManagerPortal
L00567,cert-enterprise-ai-safety,M036,pending,,ManagerPortal
L00568,cert-enterprise-ai-safety,M017,approved,2026-05-27,ManagerPortal
L00569,cert-enterprise-ai-safety,M055,approved,2026-05-30,ManagerPortal
L00570,cert-enterprise-ai-safety,M048,approved,2026-06-01,ManagerPortal
L00571,cert-enterprise-ai-safety,M004,approved,2026-06-05,ManagerPortal
L00572,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L00573,cert-enterprise-ai-safety,M059,approved,2026-04-25,ManagerPortal
L00574,cert-enterprise-ai-safety,M062,approved,2026-05-25,ManagerPortal
L00575,cert-enterprise-ai-safety,M054,pending,,ManagerPortal
L00576,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L00577,cert-enterprise-ai-safety,M045,pending,,ManagerPortal
L00578,cert-enterprise-ai-safety,M052,approved,2026-04-23,ManagerPortal
L00579,cert-enterprise-ai-safety,M055,approved,2026-05-14,ManagerPortal
L00580,cert-enterprise-ai-safety,M032,approved,2026-06-04,ManagerPortal
L00581,cert-enterprise-ai-safety,M055,pending,,ManagerPortal
L00582,cert-enterprise-ai-safety,M022,approved,2026-05-03,ManagerPortal
L00583,cert-enterprise-ai-safety,M079,approved,2026-05-25,ManagerPortal
L00584,cert-enterprise-ai-safety,M021,approved,2026-06-03,ManagerPortal
L00585,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L00586,cert-enterprise-ai-safety,M041,approved,2026-05-02,ManagerPortal
L00587,cert-enterprise-ai-safety,M055,approved,2026-05-30,ManagerPortal
L00588,cert-enterprise-ai-safety,M066,approved,2026-05-28,ManagerPortal
L00589,cert-enterprise-ai-safety,M022,pending,,ManagerPortal
L00590,cert-enterprise-ai-safety,M010,approved,2026-05-10,ManagerPortal
L00591,cert-enterprise-ai-safety,M056,approved,2026-05-02,ManagerPortal
L00592,cert-enterprise-ai-safety,M052,approved,2026-06-01,ManagerPortal
L00593,cert-enterprise-ai-safety,M004,pending,,ManagerPortal
L00594,cert-enterprise-ai-safety,M071,approved,2026-05-26,ManagerPortal
L00595,cert-enterprise-ai-safety,M073,approved,2026-05-06,ManagerPortal
L00596,cert-enterprise-ai-safety,M037,approved,2026-06-02,ManagerPortal
L00597,cert-enterprise-ai-safety,M028,approved,2026-05-29,ManagerPortal
L00598,cert-enterprise-ai-safety,M005,approved,2026-05-20,ManagerPortal
L00599,cert-enterprise-ai-safety,M016,approved,2026-04-27,ManagerPortal
L00600,cert-enterprise-ai-safety,M034,approved,2026-04-30,ManagerPortal
L00601,cert-enterprise-ai-safety,M010,pending,,ManagerPortal
L00602,cert-enterprise-ai-safety,M059,approved,2026-05-26,ManagerPortal
L00603,cert-enterprise-ai-safety,M062,approved,2026-05-20,ManagerPortal
L00604,cert-enterprise-ai-safety,M042,approved,2026-06-04,ManagerPortal
L00605,cert-enterprise-ai-safety,M070,approved,2026-05-10,ManagerPortal
L00606,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L00607,cert-enterprise-ai-safety,M071,approved,2026-05-02,ManagerPortal
L00608,cert-enterprise-ai-safety,M062,approved,2026-05-29,ManagerPortal
L00609,cert-enterprise-ai-safety,M060,approved,2026-05-25,ManagerPortal
L00610,cert-enterprise-ai-safety,M026,pending,,ManagerPortal
L00611,cert-enterprise-ai-safety,M050,approved,2026-05-30,ManagerPortal
L00612,cert-enterprise-ai-safety,M064,approved,2026-06-03,ManagerPortal
L00613,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L00614,cert-enterprise-ai-safety,M034,approved,2026-05-31,ManagerPortal
L00615,cert-enterprise-ai-safety,M070,approved,2026-05-16,ManagerPortal
L00616,cert-enterprise-ai-safety,M039,approved,2026-05-23,ManagerPortal
L00617,cert-enterprise-ai-safety,M015,approved,2026-04-24,ManagerPortal
L00618,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L00619,cert-enterprise-ai-safety,M061,approved,2026-06-05,ManagerPortal
L00620,cert-enterprise-ai-safety,M030,approved,2026-04-23,ManagerPortal
L00621,cert-enterprise-ai-safety,M005,approved,2026-04-24,ManagerPortal
L00622,cert-enterprise-ai-safety,M039,approved,2026-05-31,ManagerPortal
L00623,cert-enterprise-ai-safety,M005,pending,,ManagerPortal
L00624,cert-enterprise-ai-safety,M046,pending,,ManagerPortal
L00625,cert-enterprise-ai-safety,M033,approved,2026-05-21,ManagerPortal
L00626,cert-enterprise-ai-safety,M031,approved,2026-05-03,ManagerPortal
L00627,cert-enterprise-ai-safety,M052,approved,2026-05-19,ManagerPortal
L00628,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L00629,cert-enterprise-ai-safety,M079,approved,2026-06-03,ManagerPortal
L00630,cert-enterprise-ai-safety,M051,pending,,ManagerPortal
L00631,cert-enterprise-ai-safety,M021,approved,2026-05-27,ManagerPortal
L00632,cert-enterprise-ai-safety,M047,pending,,ManagerPortal
L00633,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L00634,cert-enterprise-ai-safety,M058,approved,2026-05-15,ManagerPortal
L00635,cert-enterprise-ai-safety,M033,pending,,ManagerPortal
L00636,cert-enterprise-ai-safety,M073,pending,,ManagerPortal
L00637,cert-enterprise-ai-safety,M046,approved,2026-05-12,ManagerPortal
L00638,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L00639,cert-enterprise-ai-safety,M051,approved,2026-05-10,ManagerPortal
L00640,cert-enterprise-ai-safety,M032,approved,2026-05-28,ManagerPortal
L00641,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L00642,cert-enterprise-ai-safety,M028,approved,2026-04-27,ManagerPortal
L00643,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L00644,cert-enterprise-ai-safety,M043,approved,2026-05-15,ManagerPortal
L00645,cert-enterprise-ai-safety,M032,approved,2026-05-27,ManagerPortal
L00646,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L00647,cert-enterprise-ai-safety,M009,approved,2026-05-01,ManagerPortal
L00648,cert-enterprise-ai-safety,M076,pending,,ManagerPortal
L00649,cert-enterprise-ai-safety,M020,approved,2026-05-18,ManagerPortal
L00650,cert-enterprise-ai-safety,M053,approved,2026-05-25,ManagerPortal
L00651,cert-enterprise-ai-safety,M045,pending,,ManagerPortal
