customer_id,customer_name,region,segment,annual_recurring_revenue,created_at
C1509,Northstar Synthetic 1509,Asia Pacific,Growth,208000,2023-02-18
C1510,Northstar Synthetic 1510,North America,Enterprise,155000,2022-12-03
C1511,Northstar Synthetic 1511,Europe,Mid-Market,24000,2024-03-06
C1512,Northstar Synthetic 1512,Asia Pacific,Growth,175000,2022-12-27
C1513,Northstar Synthetic 1513,North America,Enterprise,129000,2023-03-23
C1514,Northstar Synthetic 1514,Europe,Mid-Market,37000,2025-01-10
C1515,Northstar Synthetic 1515,Asia Pacific,Growth,88000,2024-07-29
C1516,Northstar Synthetic 1516,North America,Enterprise,121000,2024-10-23
C1517,Northstar Synthetic 1517,Europe,Mid-Market,36000,2024-03-14
C1518,Northstar Synthetic 1518,Asia Pacific,Growth,47000,2024-03-23
C1519,Northstar Synthetic 1519,North America,Enterprise,42000,2023-07-22
C1520,Northstar Synthetic 1520,Europe,Mid-Market,89000,2025-04-10
C1521,Northstar Synthetic 1521,Asia Pacific,Growth,63000,2023-02-17
C1522,Northstar Synthetic 1522,North America,Enterprise,29000,2024-05-04
C1523,Northstar Synthetic 1523,Europe,Mid-Market,202000,2024-07-30
C1524,Northstar Synthetic 1524,Asia Pacific,Growth,187000,2023-08-07
C1525,Northstar Synthetic 1525,North America,Enterprise,184000,2024-09-11
C1526,Northstar Synthetic 1526,Europe,Mid-Market,211000,2024-12-06
C1527,Northstar Synthetic 1527,Asia Pacific,Growth,174000,2023-01-12
C1528,Northstar Synthetic 1528,North America,Enterprise,191000,2023-12-08
C1529,Northstar Synthetic 1529,Europe,Mid-Market,43000,2023-09-20
C1530,Northstar Synthetic 1530,Asia Pacific,Growth,178000,2024-06-01
C1531,Northstar Synthetic 1531,North America,Enterprise,166000,2025-02-28
C1532,Northstar Synthetic 1532,Europe,Mid-Market,178000,2023-08-26
C1533,Northstar Synthetic 1533,Asia Pacific,Growth,226000,2025-01-06
C1534,Northstar Synthetic 1534,North America,Enterprise,157000,2024-03-03
C1535,Northstar Synthetic 1535,Europe,Mid-Market,213000,2025-03-12
C1536,Northstar Synthetic 1536,Asia Pacific,Growth,73000,2025-03-28
C1537,Northstar Synthetic 1537,North America,Enterprise,240000,2025-04-26
C1538,Northstar Synthetic 1538,Europe,Mid-Market,117000,2024-05-19
C1539,Northstar Synthetic 1539,Asia Pacific,Growth,184000,2023-08-11
C1540,Northstar Synthetic 1540,North America,Enterprise,127000,2024-07-16
C1541,Northstar Synthetic 1541,Europe,Mid-Market,118000,2024-09-24
C1542,Northstar Synthetic 1542,Asia Pacific,Growth,96000,2024-11-04
C1543,Northstar Synthetic 1543,North America,Enterprise,236000,2024-10-28
C1544,Northstar Synthetic 1544,Europe,Mid-Market,179000,2023-11-12
C1545,Northstar Synthetic 1545,Asia Pacific,Growth,81000,2024-09-23
C1546,Northstar Synthetic 1546,North America,Enterprise,49000,2023-02-05
C1547,Northstar Synthetic 1547,Europe,Mid-Market,85000,2023-11-10
C1548,Northstar Synthetic 1548,Asia Pacific,Growth,29000,2023-07-04
C1549,Northstar Synthetic 1549,North America,Enterprise,86000,2023-05-02
C1550,Northstar Synthetic 1550,Europe,Mid-Market,52000,2024-12-29
C1551,Northstar Synthetic 1551,Asia Pacific,Growth,237000,2024-06-09
C1552,Northstar Synthetic 1552,North America,Enterprise,150000,2024-10-10
C1553,Northstar Synthetic 1553,Europe,Mid-Market,204000,2024-07-22
C1554,Northstar Synthetic 1554,Asia Pacific,Growth,71000,2022-12-09
C1555,Northstar Synthetic 1555,North America,Enterprise,194000,2023-09-02
C1556,Northstar Synthetic 1556,Europe,Mid-Market,153000,2025-01-25
C1557,Northstar Synthetic 1557,Asia Pacific,Growth,85000,2024-04-07
C1558,Northstar Synthetic 1558,North America,Enterprise,83000,2024-03-06
C1559,Northstar Synthetic 1559,Europe,Mid-Market,231000,2023-06-30
C1560,Northstar Synthetic 1560,Asia Pacific,Growth,207000,2023-02-04
C1561,Northstar Synthetic 1561,North America,Enterprise,149000,2024-09-05
C1562,Northstar Synthetic 1562,Europe,Mid-Market,138000,2023-11-17
C1563,Northstar Synthetic 1563,Asia Pacific,Growth,236000,2024-10-07
C1564,Northstar Synthetic 1564,North America,Enterprise,149000,2023-05-13
C1565,Northstar Synthetic 1565,Europe,Mid-Market,83000,2023-09-28
C1566,Northstar Synthetic 1566,Asia Pacific,Growth,154000,2022-12-26
C1567,Northstar Synthetic 1567,North America,Enterprise,102000,2024-03-09
C1568,Northstar Synthetic 1568,Europe,Mid-Market,155000,2024-03-02
C1569,Northstar Synthetic 1569,Asia Pacific,Growth,203000,2023-04-12
C1570,Northstar Synthetic 1570,North America,Enterprise,30000,2023-08-22
C1571,Northstar Synthetic 1571,Europe,Mid-Market,159000,2024-03-25
C1572,Northstar Synthetic 1572,Asia Pacific,Growth,102000,2024-08-21
C1573,Northstar Synthetic 1573,North America,Enterprise,207000,2024-06-24
C1574,Northstar Synthetic 1574,Europe,Mid-Market,94000,2023-10-07
C1575,Northstar Synthetic 1575,Asia Pacific,Growth,105000,2025-02-04
C1576,Northstar Synthetic 1576,North America,Enterprise,192000,2024-03-01
C1577,Northstar Synthetic 1577,Europe,Mid-Market,99000,2024-06-17
C1578,Northstar Synthetic 1578,Asia Pacific,Growth,136000,2023-06-20
C1579,Northstar Synthetic 1579,North America,Enterprise,113000,2025-02-18
C1580,Northstar Synthetic 1580,Europe,Mid-Market,118000,2025-01-31
C1581,Northstar Synthetic 1581,Asia Pacific,Growth,44000,2024-06-01
C1582,Northstar Synthetic 1582,North America,Enterprise,33000,2024-12-30
C1583,Northstar Synthetic 1583,Europe,Mid-Market,59000,2025-04-24
C1584,Northstar Synthetic 1584,Asia Pacific,Growth,223000,2023-07-09
C1585,Northstar Synthetic 1585,North America,Enterprise,149000,2023-02-04
C1586,Northstar Synthetic 1586,Europe,Mid-Market,236000,2023-12-20
C1587,Northstar Synthetic 1587,Asia Pacific,Growth,94000,2023-06-21
C1588,Northstar Synthetic 1588,North America,Enterprise,121000,2024-04-24
C1589,Northstar Synthetic 1589,Europe,Mid-Market,62000,2023-06-29
C1590,Northstar Synthetic 1590,Asia Pacific,Growth,133000,2025-04-02
C1591,Northstar Synthetic 1591,North America,Enterprise,216000,2024-05-27
C1592,Northstar Synthetic 1592,Europe,Mid-Market,88000,2023-07-31
C1593,Northstar Synthetic 1593,Asia Pacific,Growth,102000,2024-04-01
C1594,Northstar Synthetic 1594,North America,Enterprise,96000,2024-12-17
C1595,Northstar Synthetic 1595,Europe,Mid-Market,128000,2023-08-18
C1596,Northstar Synthetic 1596,Asia Pacific,Growth,100000,2023-11-29
C1597,Northstar Synthetic 1597,North America,Enterprise,223000,2025-03-24
C1598,Northstar Synthetic 1598,Europe,Mid-Market,57000,2023-10-23
C1599,Northstar Synthetic 1599,Asia Pacific,Growth,49000,2023-07-19
C1600,Northstar Synthetic 1600,North America,Enterprise,70000,2025-02-18
C1601,Northstar Synthetic 1601,Europe,Mid-Market,82000,2024-01-18
C1602,Northstar Synthetic 1602,Asia Pacific,Growth,172000,2024-12-04
C1603,Northstar Synthetic 1603,North America,Enterprise,105000,2023-07-11
C1604,Northstar Synthetic 1604,Europe,Mid-Market,136000,2024-09-09
C1605,Northstar Synthetic 1605,Asia Pacific,Growth,108000,2023-11-25
C1606,Northstar Synthetic 1606,North America,Enterprise,131000,2023-09-26
C1607,Northstar Synthetic 1607,Europe,Mid-Market,233000,2024-10-29
C1608,Northstar Synthetic 1608,Asia Pacific,Growth,129000,2022-11-19
C1609,Northstar Synthetic 1609,North America,Enterprise,67000,2024-09-15
C1610,Northstar Synthetic 1610,Europe,Mid-Market,201000,2025-03-22
C1611,Northstar Synthetic 1611,Asia Pacific,Growth,129000,2024-08-11
C1612,Northstar Synthetic 1612,North America,Enterprise,55000,2024-06-19
C1613,Northstar Synthetic 1613,Europe,Mid-Market,93000,2023-01-09
C1614,Northstar Synthetic 1614,Asia Pacific,Growth,111000,2024-05-31
C1615,Northstar Synthetic 1615,North America,Enterprise,187000,2023-05-08
C1616,Northstar Synthetic 1616,Europe,Mid-Market,130000,2024-06-03
C1617,Northstar Synthetic 1617,Asia Pacific,Growth,72000,2023-07-12
C1618,Northstar Synthetic 1618,North America,Enterprise,79000,2024-06-29
C1619,Northstar Synthetic 1619,Europe,Mid-Market,86000,2024-03-12
C1620,Northstar Synthetic 1620,Asia Pacific,Growth,169000,2023-11-27
C1621,Northstar Synthetic 1621,North America,Enterprise,166000,2023-04-13
C1622,Northstar Synthetic 1622,Europe,Mid-Market,38000,2023-12-11
C1623,Northstar Synthetic 1623,Asia Pacific,Growth,227000,2023-12-17
C1624,Northstar Synthetic 1624,North America,Enterprise,218000,2023-06-27
C1625,Northstar Synthetic 1625,Europe,Mid-Market,186000,2024-11-02
C1626,Northstar Synthetic 1626,Asia Pacific,Growth,236000,2023-08-02
C1627,Northstar Synthetic 1627,North America,Enterprise,208000,2024-12-02
C1628,Northstar Synthetic 1628,Europe,Mid-Market,70000,2024-12-06
C1629,Northstar Synthetic 1629,Asia Pacific,Growth,225000,2024-01-18
C1630,Northstar Synthetic 1630,North America,Enterprise,174000,2023-02-24
C1631,Northstar Synthetic 1631,Europe,Mid-Market,87000,2025-04-27
C1632,Northstar Synthetic 1632,Asia Pacific,Growth,205000,2023-06-12
C1633,Northstar Synthetic 1633,North America,Enterprise,218000,2023-01-11
C1634,Northstar Synthetic 1634,Europe,Mid-Market,218000,2023-02-03
C1635,Northstar Synthetic 1635,Asia Pacific,Growth,117000,2024-12-20
C1636,Northstar Synthetic 1636,North America,Enterprise,177000,2024-03-10
C1637,Northstar Synthetic 1637,Europe,Mid-Market,228000,2023-03-16
C1638,Northstar Synthetic 1638,Asia Pacific,Growth,187000,2024-02-26
C1639,Northstar Synthetic 1639,North America,Enterprise,126000,2024-10-10
C1640,Northstar Synthetic 1640,Europe,Mid-Market,48000,2025-04-06
C1641,Northstar Synthetic 1641,Asia Pacific,Growth,91000,2024-06-23
C1642,Northstar Synthetic 1642,North America,Enterprise,34000,2022-12-30
C1643,Northstar Synthetic 1643,Europe,Mid-Market,232000,2024-08-31
C1644,Northstar Synthetic 1644,Asia Pacific,Growth,170000,2023-08-10
C1645,Northstar Synthetic 1645,North America,Enterprise,106000,2025-04-24
C1646,Northstar Synthetic 1646,Europe,Mid-Market,199000,2024-07-21
C1647,Northstar Synthetic 1647,Asia Pacific,Growth,151000,2023-05-10
C1648,Northstar Synthetic 1648,North America,Enterprise,76000,2025-04-11
C1649,Northstar Synthetic 1649,Europe,Mid-Market,29000,2024-06-25
C1650,Northstar Synthetic 1650,Asia Pacific,Growth,195000,2024-09-27
C1651,Northstar Synthetic 1651,North America,Enterprise,174000,2023-03-05
C1652,Northstar Synthetic 1652,Europe,Mid-Market,106000,2023-03-06
C1653,Northstar Synthetic 1653,Asia Pacific,Growth,115000,2025-01-02
C1654,Northstar Synthetic 1654,North America,Enterprise,71000,2024-07-11
C1655,Northstar Synthetic 1655,Europe,Mid-Market,85000,2024-09-14
C1656,Northstar Synthetic 1656,Asia Pacific,Growth,95000,2023-10-04
C1657,Northstar Synthetic 1657,North America,Enterprise,74000,2023-03-24
C1658,Northstar Synthetic 1658,Europe,Mid-Market,114000,2023-10-14
C1659,Northstar Synthetic 1659,Asia Pacific,Growth,166000,2023-02-01
C1660,Northstar Synthetic 1660,North America,Enterprise,106000,2024-04-22
C1661,Northstar Synthetic 1661,Europe,Mid-Market,227000,2025-04-15
C1662,Northstar Synthetic 1662,Asia Pacific,Growth,180000,2023-10-01
C1663,Northstar Synthetic 1663,North America,Enterprise,123000,2023-03-14
C1664,Northstar Synthetic 1664,Europe,Mid-Market,88000,2025-02-06
C1665,Northstar Synthetic 1665,Asia Pacific,Growth,114000,2023-09-22
C1666,Northstar Synthetic 1666,North America,Enterprise,207000,2023-04-05
C1667,Northstar Synthetic 1667,Europe,Mid-Market,69000,2023-05-03
C1668,Northstar Synthetic 1668,Asia Pacific,Growth,98000,2024-08-25
C1669,Northstar Synthetic 1669,North America,Enterprise,167000,2023-10-05
C1670,Northstar Synthetic 1670,Europe,Mid-Market,193000,2024-09-16
C1671,Northstar Synthetic 1671,Asia Pacific,Growth,167000,2023-08-04
C1672,Northstar Synthetic 1672,North America,Enterprise,95000,2025-02-07
C1673,Northstar Synthetic 1673,Europe,Mid-Market,232000,2024-08-23
C1674,Northstar Synthetic 1674,Asia Pacific,Growth,120000,2025-03-24
C1675,Northstar Synthetic 1675,North America,Enterprise,122000,2023-11-15
C1676,Northstar Synthetic 1676,Europe,Mid-Market,180000,2022-12-15
C1677,Northstar Synthetic 1677,Asia Pacific,Growth,76000,2024-07-23
C1678,Northstar Synthetic 1678,North America,Enterprise,131000,2025-04-02
C1679,Northstar Synthetic 1679,Europe,Mid-Market,83000,2024-09-28
C1680,Northstar Synthetic 1680,Asia Pacific,Growth,213000,2024-01-30
C1681,Northstar Synthetic 1681,North America,Enterprise,94000,2023-07-18
C1682,Northstar Synthetic 1682,Europe,Mid-Market,56000,2023-10-10
C1683,Northstar Synthetic 1683,Asia Pacific,Growth,125000,2023-11-24
C1684,Northstar Synthetic 1684,North America,Enterprise,28000,2025-02-11
C1685,Northstar Synthetic 1685,Europe,Mid-Market,166000,2023-10-02
C1686,Northstar Synthetic 1686,Asia Pacific,Growth,106000,2025-01-08
C1687,Northstar Synthetic 1687,North America,Enterprise,181000,2022-12-14
C1688,Northstar Synthetic 1688,Europe,Mid-Market,95000,2023-07-23
C1689,Northstar Synthetic 1689,Asia Pacific,Growth,112000,2025-04-13
C1690,Northstar Synthetic 1690,North America,Enterprise,112000,2023-06-24
C1691,Northstar Synthetic 1691,Europe,Mid-Market,191000,2024-12-09
C1692,Northstar Synthetic 1692,Asia Pacific,Growth,94000,2022-12-29
C1693,Northstar Synthetic 1693,North America,Enterprise,206000,2024-09-03
C1694,Northstar Synthetic 1694,Europe,Mid-Market,192000,2023-04-10
C1695,Northstar Synthetic 1695,Asia Pacific,Growth,70000,2024-05-06
C1696,Northstar Synthetic 1696,North America,Enterprise,175000,2022-11-18
C1697,Northstar Synthetic 1697,Europe,Mid-Market,143000,2024-01-29
C1698,Northstar Synthetic 1698,Asia Pacific,Growth,200000,2024-09-19
C1699,Northstar Synthetic 1699,North America,Enterprise,112000,2023-08-08
C1700,Northstar Synthetic 1700,Europe,Mid-Market,100000,2023-04-30
C1701,Northstar Synthetic 1701,Asia Pacific,Growth,31000,2023-08-16
C1702,Northstar Synthetic 1702,North America,Enterprise,173000,2024-02-26
C1703,Northstar Synthetic 1703,Europe,Mid-Market,49000,2024-07-21
C1704,Northstar Synthetic 1704,Asia Pacific,Growth,149000,2023-04-04
C1705,Northstar Synthetic 1705,North America,Enterprise,50000,2023-08-23
C1706,Northstar Synthetic 1706,Europe,Mid-Market,136000,2024-03-03
C1707,Northstar Synthetic 1707,Asia Pacific,Growth,42000,2023-06-27
C1708,Northstar Synthetic 1708,North America,Enterprise,231000,2023-05-14
C1709,Northstar Synthetic 1709,Europe,Mid-Market,224000,2023-01-14
C1710,Northstar Synthetic 1710,Asia Pacific,Growth,139000,2023-11-28
C1711,Northstar Synthetic 1711,North America,Enterprise,74000,2024-09-25
C1712,Northstar Synthetic 1712,Europe,Mid-Market,191000,2025-04-17
C1713,Northstar Synthetic 1713,Asia Pacific,Growth,172000,2023-07-22
C1714,Northstar Synthetic 1714,North America,Enterprise,177000,2025-01-29
C1715,Northstar Synthetic 1715,Europe,Mid-Market,174000,2024-10-16
C1716,Northstar Synthetic 1716,Asia Pacific,Growth,49000,2024-12-10
C1717,Northstar Synthetic 1717,North America,Enterprise,164000,2024-12-18
C1718,Northstar Synthetic 1718,Europe,Mid-Market,145000,2024-03-20
C1719,Northstar Synthetic 1719,Asia Pacific,Growth,102000,2023-01-01
C1720,Northstar Synthetic 1720,North America,Enterprise,138000,2023-03-04
C1721,Northstar Synthetic 1721,Europe,Mid-Market,107000,2023-08-17
C1722,Northstar Synthetic 1722,Asia Pacific,Growth,88000,2024-02-26
C1723,Northstar Synthetic 1723,North America,Enterprise,107000,2023-04-09
C1724,Northstar Synthetic 1724,Europe,Mid-Market,161000,2023-07-15
C1725,Northstar Synthetic 1725,Asia Pacific,Growth,110000,2023-05-21
C1726,Northstar Synthetic 1726,North America,Enterprise,141000,2023-03-06
C1727,Northstar Synthetic 1727,Europe,Mid-Market,111000,2022-12-27
C1728,Northstar Synthetic 1728,Asia Pacific,Growth,64000,2024-10-20
C1729,Northstar Synthetic 1729,North America,Enterprise,58000,2023-11-28
C1730,Northstar Synthetic 1730,Europe,Mid-Market,160000,2023-05-21
C1731,Northstar Synthetic 1731,Asia Pacific,Growth,196000,2023-05-04
C1732,Northstar Synthetic 1732,North America,Enterprise,171000,2023-06-09
C1733,Northstar Synthetic 1733,Europe,Mid-Market,52000,2022-12-24
C1734,Northstar Synthetic 1734,Asia Pacific,Growth,99000,2022-12-02
C1735,Northstar Synthetic 1735,North America,Enterprise,136000,2023-07-30
C1736,Northstar Synthetic 1736,Europe,Mid-Market,121000,2024-04-04
C1737,Northstar Synthetic 1737,Asia Pacific,Growth,102000,2025-01-09
C1738,Northstar Synthetic 1738,North America,Enterprise,226000,2024-06-30
C1739,Northstar Synthetic 1739,Europe,Mid-Market,181000,2024-10-10
C1740,Northstar Synthetic 1740,Asia Pacific,Growth,102000,2023-04-23
C1741,Northstar Synthetic 1741,North America,Enterprise,166000,2023-02-03
C1742,Northstar Synthetic 1742,Europe,Mid-Market,178000,2024-12-26
C1743,Northstar Synthetic 1743,Asia Pacific,Growth,59000,2023-05-20
C1744,Northstar Synthetic 1744,North America,Enterprise,204000,2023-12-09
C1745,Northstar Synthetic 1745,Europe,Mid-Market,232000,2024-06-19
C1746,Northstar Synthetic 1746,Asia Pacific,Growth,86000,2023-12-12
C1747,Northstar Synthetic 1747,North America,Enterprise,174000,2023-10-14
C1748,Northstar Synthetic 1748,Europe,Mid-Market,238000,2024-01-21
C1749,Northstar Synthetic 1749,Asia Pacific,Growth,33000,2024-03-25
C1750,Northstar Synthetic 1750,North America,Enterprise,32000,2024-09-26
C1751,Northstar Synthetic 1751,Europe,Mid-Market,103000,2024-06-30
C1752,Northstar Synthetic 1752,Asia Pacific,Growth,204000,2023-05-02
C1753,Northstar Synthetic 1753,North America,Enterprise,238000,2023-11-21
C1754,Northstar Synthetic 1754,Europe,Mid-Market,179000,2023-03-03
C1755,Northstar Synthetic 1755,Asia Pacific,Growth,82000,2025-03-22
C1756,Northstar Synthetic 1756,North America,Enterprise,109000,2025-02-17
C1757,Northstar Synthetic 1757,Europe,Mid-Market,166000,2024-11-29
C1758,Northstar Synthetic 1758,Asia Pacific,Growth,114000,2024-01-19
C1759,Northstar Synthetic 1759,North America,Enterprise,162000,2023-06-25
C1760,Northstar Synthetic 1760,Europe,Mid-Market,96000,2024-02-04
C1761,Northstar Synthetic 1761,Asia Pacific,Growth,154000,2024-07-15
C1762,Northstar Synthetic 1762,North America,Enterprise,150000,2024-09-02
C1763,Northstar Synthetic 1763,Europe,Mid-Market,106000,2023-11-24
C1764,Northstar Synthetic 1764,Asia Pacific,Growth,140000,2023-03-20
C1765,Northstar Synthetic 1765,North America,Enterprise,142000,2024-06-25
C1766,Northstar Synthetic 1766,Europe,Mid-Market,65000,2024-06-17
C1767,Northstar Synthetic 1767,Asia Pacific,Growth,44000,2024-10-06
C1768,Northstar Synthetic 1768,North America,Enterprise,143000,2024-10-21
C1769,Northstar Synthetic 1769,Europe,Mid-Market,126000,2022-12-10
C1770,Northstar Synthetic 1770,Asia Pacific,Growth,217000,2024-01-26
C1771,Northstar Synthetic 1771,North America,Enterprise,161000,2025-03-11
C1772,Northstar Synthetic 1772,Europe,Mid-Market,182000,2023-09-03
C1773,Northstar Synthetic 1773,Asia Pacific,Growth,70000,2025-04-14
C1774,Northstar Synthetic 1774,North America,Enterprise,149000,2024-02-08
C1775,Northstar Synthetic 1775,Europe,Mid-Market,42000,2025-03-31
C1776,Northstar Synthetic 1776,Asia Pacific,Growth,76000,2024-08-30
C1777,Northstar Synthetic 1777,North America,Enterprise,229000,2024-01-30
C1778,Northstar Synthetic 1778,Europe,Mid-Market,102000,2022-11-18
C1779,Northstar Synthetic 1779,Asia Pacific,Growth,238000,2023-02-18
C1780,Northstar Synthetic 1780,North America,Enterprise,82000,2025-02-07
C1781,Northstar Synthetic 1781,Europe,Mid-Market,107000,2024-12-19
C1782,Northstar Synthetic 1782,Asia Pacific,Growth,50000,2023-05-30
C1783,Northstar Synthetic 1783,North America,Enterprise,173000,2023-01-12
C1784,Northstar Synthetic 1784,Europe,Mid-Market,80000,2024-02-04
C1785,Northstar Synthetic 1785,Asia Pacific,Growth,74000,2024-11-14
C1786,Northstar Synthetic 1786,North America,Enterprise,166000,2024-11-15
C1787,Northstar Synthetic 1787,Europe,Mid-Market,55000,2023-02-05
C1788,Northstar Synthetic 1788,Asia Pacific,Growth,159000,2024-01-25
C1789,Northstar Synthetic 1789,North America,Enterprise,146000,2024-05-31
C1790,Northstar Synthetic 1790,Europe,Mid-Market,134000,2025-02-26
C1791,Northstar Synthetic 1791,Asia Pacific,Growth,151000,2023-07-17
C1792,Northstar Synthetic 1792,North America,Enterprise,61000,2024-03-18
C1793,Northstar Synthetic 1793,Europe,Mid-Market,195000,2023-05-10
C1794,Northstar Synthetic 1794,Asia Pacific,Growth,202000,2023-08-11
C1795,Northstar Synthetic 1795,North America,Enterprise,225000,2024-02-21
C1796,Northstar Synthetic 1796,Europe,Mid-Market,208000,2023-12-05
C1797,Northstar Synthetic 1797,Asia Pacific,Growth,89000,2023-03-23
C1798,Northstar Synthetic 1798,North America,Enterprise,129000,2025-03-22
C1799,Northstar Synthetic 1799,Europe,Mid-Market,87000,2023-05-12
C1800,Northstar Synthetic 1800,Asia Pacific,Growth,110000,2023-12-07
C1801,Northstar Synthetic 1801,North America,Enterprise,142000,2023-05-09
C1802,Northstar Synthetic 1802,Europe,Mid-Market,137000,2023-06-21
C1803,Northstar Synthetic 1803,Asia Pacific,Growth,106000,2023-12-08
C1804,Northstar Synthetic 1804,North America,Enterprise,208000,2024-09-03
C1805,Northstar Synthetic 1805,Europe,Mid-Market,141000,2024-05-29
C1806,Northstar Synthetic 1806,Asia Pacific,Growth,91000,2024-12-04
C1807,Northstar Synthetic 1807,North America,Enterprise,52000,2024-04-04
C1808,Northstar Synthetic 1808,Europe,Mid-Market,205000,2024-09-22
C1809,Northstar Synthetic 1809,Asia Pacific,Growth,211000,2024-01-28
C1810,Northstar Synthetic 1810,North America,Enterprise,69000,2025-03-29
C1811,Northstar Synthetic 1811,Europe,Mid-Market,113000,2024-05-08
C1812,Northstar Synthetic 1812,Asia Pacific,Growth,216000,2024-10-09
C1813,Northstar Synthetic 1813,North America,Enterprise,77000,2025-03-07
C1814,Northstar Synthetic 1814,Europe,Mid-Market,229000,2024-03-19
C1815,Northstar Synthetic 1815,Asia Pacific,Growth,140000,2024-03-29
C1816,Northstar Synthetic 1816,North America,Enterprise,140000,2023-06-05
C1817,Northstar Synthetic 1817,Europe,Mid-Market,88000,2024-10-10
C1818,Northstar Synthetic 1818,Asia Pacific,Growth,181000,2023-12-27
C1819,Northstar Synthetic 1819,North America,Enterprise,80000,2024-04-02
C1820,Northstar Synthetic 1820,Europe,Mid-Market,89000,2023-05-07
C1821,Northstar Synthetic 1821,Asia Pacific,Growth,142000,2023-01-25
C1822,Northstar Synthetic 1822,North America,Enterprise,71000,2025-03-02
C1823,Northstar Synthetic 1823,Europe,Mid-Market,26000,2023-03-01
C1824,Northstar Synthetic 1824,Asia Pacific,Growth,176000,2025-02-14
C1825,Northstar Synthetic 1825,North America,Enterprise,129000,2023-07-30
C1826,Northstar Synthetic 1826,Europe,Mid-Market,136000,2023-01-28
C1827,Northstar Synthetic 1827,Asia Pacific,Growth,170000,2024-04-28
C1828,Northstar Synthetic 1828,North America,Enterprise,45000,2023-12-07
C1829,Northstar Synthetic 1829,Europe,Mid-Market,185000,2023-09-27
C1830,Northstar Synthetic 1830,Asia Pacific,Growth,123000,2024-10-30
C1831,Northstar Synthetic 1831,North America,Enterprise,37000,2025-02-10
C1832,Northstar Synthetic 1832,Europe,Mid-Market,112000,2025-02-02
C1833,Northstar Synthetic 1833,Asia Pacific,Growth,169000,2024-04-23
C1834,Northstar Synthetic 1834,North America,Enterprise,173000,2023-01-21
C1835,Northstar Synthetic 1835,Europe,Mid-Market,44000,2024-12-30
C1836,Northstar Synthetic 1836,Asia Pacific,Growth,55000,2025-02-01
C1837,Northstar Synthetic 1837,North America,Enterprise,179000,2024-02-17
C1838,Northstar Synthetic 1838,Europe,Mid-Market,188000,2025-03-28
C1839,Northstar Synthetic 1839,Asia Pacific,Growth,189000,2024-12-06
C1840,Northstar Synthetic 1840,North America,Enterprise,129000,2024-07-26
C1841,Northstar Synthetic 1841,Europe,Mid-Market,164000,2023-09-28
C1842,Northstar Synthetic 1842,Asia Pacific,Growth,51000,2023-07-13
C1843,Northstar Synthetic 1843,North America,Enterprise,163000,2023-01-05
C1844,Northstar Synthetic 1844,Europe,Mid-Market,30000,2023-08-14
C1845,Northstar Synthetic 1845,Asia Pacific,Growth,62000,2023-09-17
C1846,Northstar Synthetic 1846,North America,Enterprise,41000,2024-11-02
C1847,Northstar Synthetic 1847,Europe,Mid-Market,48000,2023-08-08
C1848,Northstar Synthetic 1848,Asia Pacific,Growth,189000,2023-06-09
C1849,Northstar Synthetic 1849,North America,Enterprise,139000,2024-02-24
C1850,Northstar Synthetic 1850,Europe,Mid-Market,237000,2024-03-29
C1851,Northstar Synthetic 1851,Asia Pacific,Growth,124000,2023-06-18
C1852,Northstar Synthetic 1852,North America,Enterprise,183000,2025-01-03
C1853,Northstar Synthetic 1853,Europe,Mid-Market,73000,2024-12-18
C1854,Northstar Synthetic 1854,Asia Pacific,Growth,52000,2024-08-23
C1855,Northstar Synthetic 1855,North America,Enterprise,28000,2023-01-16
C1856,Northstar Synthetic 1856,Europe,Mid-Market,114000,2024-11-16
C1857,Northstar Synthetic 1857,Asia Pacific,Growth,208000,2023-06-22
C1858,Northstar Synthetic 1858,North America,Enterprise,194000,2023-09-27
C1859,Northstar Synthetic 1859,Europe,Mid-Market,31000,2024-10-11
C1860,Northstar Synthetic 1860,Asia Pacific,Growth,240000,2024-12-30
C1861,Northstar Synthetic 1861,North America,Enterprise,95000,2022-12-30
C1862,Northstar Synthetic 1862,Europe,Mid-Market,36000,2023-04-04
C1863,Northstar Synthetic 1863,Asia Pacific,Growth,210000,2023-12-04
C1864,Northstar Synthetic 1864,North America,Enterprise,231000,2023-05-13
C1865,Northstar Synthetic 1865,Europe,Mid-Market,212000,2025-02-08
C1866,Northstar Synthetic 1866,Asia Pacific,Growth,66000,2023-01-13
C1867,Northstar Synthetic 1867,North America,Enterprise,132000,2022-12-06
C1868,Northstar Synthetic 1868,Europe,Mid-Market,229000,2024-09-21
C1869,Northstar Synthetic 1869,Asia Pacific,Growth,50000,2025-01-23
C1870,Northstar Synthetic 1870,North America,Enterprise,98000,2023-07-28
C1871,Northstar Synthetic 1871,Europe,Mid-Market,36000,2023-10-23
C1872,Northstar Synthetic 1872,Asia Pacific,Growth,36000,2025-01-02
C1873,Northstar Synthetic 1873,North America,Enterprise,45000,2024-08-03
C1874,Northstar Synthetic 1874,Europe,Mid-Market,94000,2024-01-19
C1875,Northstar Synthetic 1875,Asia Pacific,Growth,66000,2024-10-12
C1876,Northstar Synthetic 1876,North America,Enterprise,204000,2023-03-02
C1877,Northstar Synthetic 1877,Europe,Mid-Market,211000,2025-04-11
C1878,Northstar Synthetic 1878,Asia Pacific,Growth,186000,2025-01-03
